a,b,c,d,e,f,g,h,i,j,k,l
9.721793866996576980e+03,7.453614480296920419e+02,2.138060583436430662e+01,2.445672700123718180e+00,2.430448466749144387e+01,1.118042172044538120e+03,3.078807240148460096e+02,1.519030291718215346e+08,1.041802048153434335e+01,1.710448466749144580e-01,1.215224233374572263e-03,5.176121166872860613e+02
9.689793866996576980e+03,7.396014480296920510e+02,2.108060583436430591e+01,2.426327299876282595e+00,2.422448466749144558e+01,1.109402172044538020e+03,3.035607240148459596e+02,1.514030291718215346e+08,1.033751216153434349e+01,1.686448466749144448e-01,1.211224233374572166e-03,5.136121166872860613e+02
9.657793866996576980e+03,7.338414480296919464e+02,2.078060583436430875e+01,2.798327299876282925e+00,2.414448466749144728e+01,1.100762172044538147e+03,2.992407240148460232e+02,1.509030291718215346e+08,1.025700384153434186e+01,1.662448466749144593e-01,1.207224233374572285e-03,5.096121166872861181e+02
9.625793866996578799e+03,7.280814480296919555e+02,2.048060583436430804e+01,3.170327299876280591e+00,2.406448466749144544e+01,1.092122172044538047e+03,2.949207240148460301e+02,1.504030291718215346e+08,1.017649552153434200e+01,1.638448466749144461e-01,1.203224233374572405e-03,5.056121166872861181e+02
9.593793866996578799e+03,7.223214480296920783e+02,2.018060583436430377e+01,3.542327299876280922e+00,2.398448466749144359e+01,1.083482172044537947e+03,2.906007240148459800e+02,1.499030291718215346e+08,1.009598720153434392e+01,1.614448466749144329e-01,1.199224233374572308e-03,5.016121166872861750e+02
9.561793866996578799e+03,7.165614480296919737e+02,1.988060583436431017e+01,3.585672700123718748e+00,2.390448466749144529e+01,1.074842172044538074e+03,2.862807240148460437e+02,1.494030291718215346e+08,1.001547888153434229e+01,1.590448466749144751e-01,1.195224233374572211e-03,4.976121166872861181e+02
9.529793866996578799e+03,7.108014480296919828e+02,1.958060583436430591e+01,3.213672700123717973e+00,2.382448466749144700e+01,1.066202172044537974e+03,2.819607240148459937e+02,1.489030291718215346e+08,9.934970561534342437e+00,1.566448466749144341e-01,1.191224233374572330e-03,4.936121166872861181e+02
9.497793866996578799e+03,7.050414480296919919e+02,1.928060583436430520e+01,2.841672700123717199e+00,2.374448466749144515e+01,1.057562172044538102e+03,2.776407240148460005e+02,1.484030291718215346e+08,9.854462241534342581e+00,1.542448466749144487e-01,1.187224233374572233e-03,4.896121166872861181e+02
9.465793866996578799e+03,6.992814480296920010e+02,1.898060583436430804e+01,2.469672700123719977e+00,2.366448466749144330e+01,1.048922172044538002e+03,2.733207240148460073e+02,1.479030291718215346e+08,9.773953921534342726e+00,1.518448466749144354e-01,1.183224233374572353e-03,4.856121166872861750e+02
9.433793866996576980e+03,6.935214480296920101e+02,1.881939416563569978e+01,2.402327299876283906e+00,2.358448466749144501e+01,1.040282172044537901e+03,2.709992759851540427e+02,1.474030291718215346e+08,9.693445601534342870e+00,1.505551533250855945e-01,1.179224233374572255e-03,4.816121166872860613e+02
9.401793866996576980e+03,6.877614480296920192e+02,1.911939416563569694e+01,2.774327299876284236e+00,2.350448466749144671e+01,1.031642172044538029e+03,2.753192759851540359e+02,1.469030291718215346e+08,9.612937281534343015e+00,1.529551533250855799e-01,1.175224233374572158e-03,4.776121166872861181e+02
9.369793866996578799e+03,6.820014480296920283e+02,1.941939416563569409e+01,3.146327299876285011e+00,2.342448466749144487e+01,1.023002172044537929e+03,2.796392759851539722e+02,1.464030291718215346e+08,9.532428961534343159e+00,1.553551533250855377e-01,1.171224233374572278e-03,4.736121166872861181e+02
9.337793866996576980e+03,6.762414480296920374e+02,1.971939416563569480e+01,3.518327299876282233e+00,2.334448466749144302e+01,1.014362172044538056e+03,2.839592759851539654e+02,1.459030291718215346e+08,9.451920641534343304e+00,1.577551533250855509e-01,1.167224233374572397e-03,4.696121166872861181e+02
9.305793866996576980e+03,6.704814480296920465e+02,2.001939416563569907e+01,3.609672700123716993e+00,2.326448466749144472e+01,1.005722172044537956e+03,2.882792759851540723e+02,1.454030291718215346e+08,9.371412321534343448e+00,1.601551533250855641e-01,1.163224233374572300e-03,4.656121166872861181e+02
9.273793866996576980e+03,6.647214480296920556e+02,2.031939416563569267e+01,3.237672700123716663e+00,2.318448466749144643e+01,9.970821720445379697e+02,2.925992759851540086e+02,1.449030291718215346e+08,9.290904001534341816e+00,1.625551533250855496e-01,1.159224233374572203e-03,4.616121166872861181e+02
9.241793866996576980e+03,6.589614480296919510e+02,2.061939416563569694e+01,2.865672700123715888e+00,2.310448466749144458e+01,9.884421720445379833e+02,2.969192759851540018e+02,1.444030291718215346e+08,9.210395681534341961e+00,1.649551533250855628e-01,1.155224233374572322e-03,4.576121166872861181e+02
9.209793866996576980e+03,6.532014480296919601e+02,2.091939416563569054e+01,2.493672700123715114e+00,2.302448466749144274e+01,9.798021720445379970e+02,3.012392759851539381e+02,1.439030291718215346e+08,9.129887361534342105e+00,1.673551533250855206e-01,1.151224233374572225e-03,4.536121166872861181e+02
9.177793866996576980e+03,6.474414480296919692e+02,2.121939416563569125e+01,2.378327299876281664e+00,2.294448466749144444e+01,9.711621720445380106e+02,3.055592759851539881e+02,1.434030291718215346e+08,9.049379041534342250e+00,1.697551533250855338e-01,1.147224233374572345e-03,4.496121166872861181e+02
9.145793866996576980e+03,6.416814480296919783e+02,2.151939416563569551e+01,2.750327299876282439e+00,2.286448466749144615e+01,9.625221720445380242e+02,3.098792759851540382e+02,1.429030291718215346e+08,8.968870721534342394e+00,1.721551533250855748e-01,1.143224233374572248e-03,4.456121166872861181e+02
9.113793866996578799e+03,6.359214480296919874e+02,2.181939416563569267e+01,3.122327299876283213e+00,2.278448466749144785e+01,9.538821720445380379e+02,3.141992759851539745e+02,1.424030291718215346e+08,8.888362401534342538e+00,1.745551533250855325e-01,1.139224233374572367e-03,4.416121166872861181e+02
9.081793866996576980e+03,6.301614480296919965e+02,2.211939416563569338e+01,3.494327299876283988e+00,2.270448466749144245e+01,9.452421720445379378e+02,3.185192759851539677e+02,1.419030291718215346e+08,8.807854081534342683e+00,1.769551533250855457e-01,1.135224233374572270e-03,4.376121166872861181e+02
9.049793866996576980e+03,6.244014480296920055e+02,2.241939416563569765e+01,3.633672700123719235e+00,2.262448466749144416e+01,9.366021720445380652e+02,3.228392759851540177e+02,1.414030291718215346e+08,8.727345761534342827e+00,1.793551533250855590e-01,1.131224233374572173e-03,4.336121166872861181e+02
9.017793866996576980e+03,6.186414480296920146e+02,2.271939416563569125e+01,3.261672700123718460e+00,2.254448466749144586e+01,9.279621720445380788e+02,3.271592759851539540e+02,1.409030291718215346e+08,8.646837441534342972e+00,1.817551533250855167e-01,1.127224233374572292e-03,4.296121166872861750e+02
8.985793866996578799e+03,6.128814480296920237e+02,2.301939416563569551e+01,2.889672700123718130e+00,2.246448466749144757e+01,9.193221720445379788e+02,3.314792759851540040e+02,1.404030291718215346e+08,8.566329121534343116e+00,1.841551533250855577e-01,1.123224233374572195e-03,4.256121166872861181e+02
8.953793866996578799e+03,6.071214480296919191e+02,2.331939416563568912e+01,2.517672700123717355e+00,2.238448466749144572e+01,9.106821720445379924e+02,3.357992759851539404e+02,1.399030291718215346e+08,8.485820801534341484e+00,1.865551533250855154e-01,1.119224233374572315e-03,4.216121166872861181e+02
8.921793866996576980e+03,6.013614480296920419e+02,2.361939416563569338e+01,2.354327299876282975e+00,2.230448466749144387e+01,9.020421720445380060e+02,3.401192759851539904e+02,1.394030291718215346e+08,8.405312481534343405e+00,1.889551533250855286e-01,1.115224233374572218e-03,4.176121166872861181e+02
8.889793866996578799e+03,5.956014480296920510e+02,2.391939416563569409e+01,2.726327299876280641e+00,2.222448466749144558e+01,8.934021720445381334e+02,3.444392759851540404e+02,1.389030291718215346e+08,8.324804161534343550e+00,1.913551533250855696e-01,1.111224233374572337e-03,4.136121166872861750e+02
8.857793866996578799e+03,5.898414480296920601e+02,2.421939416563569125e+01,3.098327299876280971e+00,2.214448466749144728e+01,8.847621720445380333e+02,3.487592759851539768e+02,1.384030291718215346e+08,8.244295841534341918e+00,1.937551533250855273e-01,1.107224233374572240e-03,4.096121166872861181e+02
8.825793866996576980e+03,5.840814480296919555e+02,2.451939416563569196e+01,3.470327299876281746e+00,2.206448466749144544e+01,8.761221720445379333e+02,3.530792759851539699e+02,1.379030291718215346e+08,8.163787521534342062e+00,1.961551533250855406e-01,1.103224233374572360e-03,4.056121166872860613e+02
8.793793866996576980e+03,5.783214480296919646e+02,2.481939416563569623e+01,3.657672700123717924e+00,2.198448466749144359e+01,8.674821720445380606e+02,3.573992759851540200e+02,1.374030291718215346e+08,8.083279201534342207e+00,1.985551533250855538e-01,1.099224233374572262e-03,4.016121166872861181e+02
8.761793866996576980e+03,5.725614480296919737e+02,2.511939416563569694e+01,3.285672700123717149e+00,2.190448466749144529e+01,8.588421720445379606e+02,3.617192759851540700e+02,1.369030291718215346e+08,8.002770881534342351e+00,2.009551533250855948e-01,1.095224233374572165e-03,3.976121166872861181e+02
8.729793866996576980e+03,5.668014480296919828e+02,2.541939416563569409e+01,2.913672700123716375e+00,2.182448466749144700e+01,8.502021720445379742e+02,3.660392759851539495e+02,1.364030291718215346e+08,7.922262561534342495e+00,2.033551533250855525e-01,1.091224233374572285e-03,3.936121166872861181e+02
8.697793866996576980e+03,5.610414480296919919e+02,2.571939416563569836e+01,2.541672700123716044e+00,2.174448466749144515e+01,8.415621720445379879e+02,3.703592759851539995e+02,1.359030291718215346e+08,7.841754241534342640e+00,2.057551533250855658e-01,1.087224233374572187e-03,3.896121166872861181e+02
8.665793866996576980e+03,5.552814480296918873e+02,2.601939416563569196e+01,2.330327299876284286e+00,2.166448466749144330e+01,8.329221720445378878e+02,3.746792759851539927e+02,1.354030291718215346e+08,7.761245921534341008e+00,2.081551533250855512e-01,1.083224233374572307e-03,3.856121166872860613e+02
8.633793866996576980e+03,5.495214480296920101e+02,2.631939416563569267e+01,2.702327299876285061e+00,2.158448466749144501e+01,8.242821720445380151e+02,3.789992759851539859e+02,1.349030291718215346e+08,7.680737601534342929e+00,2.105551533250855645e-01,1.079224233374572210e-03,3.816121166872861181e+02
8.601793866996576980e+03,5.437614480296920192e+02,2.661939416563569694e+01,3.074327299876282282e+00,2.150448466749144671e+01,8.156421720445380288e+02,3.833192759851540359e+02,1.344030291718215346e+08,7.600229281534343073e+00,2.129551533250855777e-01,1.075224233374572329e-03,3.776121166872861181e+02
8.569793866996578799e+03,5.419985519703080854e+02,2.691939416563569409e+01,3.446327299876279504e+00,2.142448466749144487e+01,8.129978279554621849e+02,3.876392759851539722e+02,1.339030291718215346e+08,7.575589038465659009e+00,2.153551533250855354e-01,1.071224233374572232e-03,3.763878833127139956e+02
8.537793866996576980e+03,5.477585519703079626e+02,2.721939416563569480e+01,3.681672700123713060e+00,2.134448466749144302e+01,8.216378279554619439e+02,3.919592759851540222e+02,1.334030291718215346e+08,7.656097358465656200e+00,2.177551533250855487e-01,1.067224233374572135e-03,3.803878833127138250e+02
8.505793866996578799e+03,5.535185519703079535e+02,2.751939416563568841e+01,3.309672700123715838e+00,2.126448466749144472e+01,8.302778279554618166e+02,3.962792759851539586e+02,1.329030291718215346e+08,7.736605678465656055e+00,2.201551533250855064e-01,1.063224233374572255e-03,3.843878833127138250e+02
8.473793866996576980e+03,5.592785519703079444e+02,2.781939416563569267e+01,2.937672700123711955e+00,2.118448466749144643e+01,8.389178279554619166e+02,4.005992759851540086e+02,1.324030291718215346e+08,7.817113998465656799e+00,2.225551533250855196e-01,1.059224233374572374e-03,3.883878833127138819e+02
8.441793866996578799e+03,5.650385519703079353e+02,2.811939416563568983e+01,2.565672700123714733e+00,2.110448466749144458e+01,8.475578279554620167e+02,4.049192759851539449e+02,1.319030291718215346e+08,7.897622318465656654e+00,2.249551533250855051e-01,1.055224233374572277e-03,3.923878833127138819e+02
8.409793866996578799e+03,5.707985519703080399e+02,2.841939416563569409e+01,2.306327299876289594e+00,2.102448466749144629e+01,8.561978279554620030e+02,4.092392759851539950e+02,1.314030291718215346e+08,7.978130638465657398e+00,2.273551533250855461e-01,1.051224233374572180e-03,3.963878833127138819e+02
8.377793866996576980e+03,5.765585519703081445e+02,2.871939416563569125e+01,2.678327299876286371e+00,2.094448466749144444e+01,8.648378279554621031e+02,4.135592759851539881e+02,1.309030291718215346e+08,8.058638958465659030e+00,2.297551533250855593e-01,1.047224233374572299e-03,4.003878833127139387e+02
8.345793866996576980e+03,5.823185519703079081e+02,2.901939416563569551e+01,3.050327299876283593e+00,2.086448466749144615e+01,8.734778279554618621e+02,4.178792759851539813e+02,1.304030291718215346e+08,8.139147278465655333e+00,2.321551533250855726e-01,1.043224233374572419e-03,4.043878833127138250e+02
8.313793866996576980e+03,5.880785519703080126e+02,2.931939416563569978e+01,3.422327299876287476e+00,2.078448466749144430e+01,8.821178279554619621e+02,4.221992759851540313e+02,1.299030291718215346e+08,8.219655598465656965e+00,2.345551533250855858e-01,1.039224233374572322e-03,4.083878833127138819e+02
8.281793866996576980e+03,5.938385519703080035e+02,2.961939416563569338e+01,3.705672700123715302e+00,2.070448466749144600e+01,8.907578279554620622e+02,4.265192759851539677e+02,1.294030291718215346e+08,8.300163918465656820e+00,2.369551533250855435e-01,1.035224233374572225e-03,4.123878833127139387e+02
8.249793866996576980e+03,5.995985519703081081e+02,2.991939416563569409e+01,3.333672700123710975e+00,2.062448466749144416e+01,8.993978279554621622e+02,4.308392759851540177e+02,1.289030291718215346e+08,8.380672238465658452e+00,2.393551533250855567e-01,1.031224233374572127e-03,4.163878833127139387e+02
8.217793866996576980e+03,6.053585519703078717e+02,3.021939416563569125e+01,2.961672700123713753e+00,2.054448466749144586e+01,9.080378279554619212e+02,4.351592759851539540e+02,1.284030291718215346e+08,8.461180558465656532e+00,2.417551533250855422e-01,1.027224233374572247e-03,4.203878833127138250e+02
8.185793866996577890e+03,6.111185519703079763e+02,3.051939416563569551e+01,2.589672700123709870e+00,2.046448466749144401e+01,9.166778279554619075e+02,4.394792759851540040e+02,1.279030291718215346e+08,8.541688878465656387e+00,2.441551533250855555e-01,1.023224233374572367e-03,4.243878833127138819e+02
8.153793866996577890e+03,6.168785519703079672e+02,3.081939416563568912e+01,2.282327299876286908e+00,2.038448466749144572e+01,9.253178279554620076e+02,4.437992759851539404e+02,1.274030291718215346e+08,8.622197198465658019e+00,2.465551533250855132e-01,1.019224233374572269e-03,4.283878833127138819e+02
8.121793866996577890e+03,6.226385519703080718e+02,3.111939416563569338e+01,2.654327299876291235e+00,2.030448466749144387e+01,9.339578279554621076e+02,4.481192759851539904e+02,1.269030291718215346e+08,8.702705518465657875e+00,2.489551533250855542e-01,1.015224233374572172e-03,4.323878833127139387e+02
8.089793866996577890e+03,6.283985519703079490e+02,3.108060583436430591e+01,3.026327299876281796e+00,2.022448466749144558e+01,9.425978279554618666e+02,4.475607240148459596e+02,1.264030291718215346e+08,8.783213838465655954e+00,2.486448466749144326e-01,1.011224233374572292e-03,4.363878833127138250e+02
8.057793866996577890e+03,6.341585519703079399e+02,3.078060583436430164e+01,3.398327299876285679e+00,2.014448466749144373e+01,9.512378279554619667e+02,4.432407240148459664e+02,1.259030291718215346e+08,8.863722158465657586e+00,2.462448466749144194e-01,1.007224233374572194e-03,4.403878833127138819e+02
8.025793866996578799e+03,6.399185519703080445e+02,3.048060583436430804e+01,3.729672700123716211e+00,2.006448466749144544e+01,9.598778279554619530e+02,4.389207240148460301e+02,1.254030291718215346e+08,8.944230478465657441e+00,2.438448466749144616e-01,1.003224233374572314e-03,4.443878833127138819e+02
7.993793866996577890e+03,6.456785519703080354e+02,3.018060583436430377e+01,3.357672700123713216e+00,1.998448466749144359e+01,9.685178279554620531e+02,4.346007240148459800e+02,1.249030291718215346e+08,9.024738798465659073e+00,2.414448466749144484e-01,9.992242333745722169e-04,4.483878833127139387e+02
7.961793866996577890e+03,6.514385519703079126e+02,2.988060583436431017e+01,2.985672700123715551e+00,1.990448466749144529e+01,9.771578279554618121e+02,4.302807240148461005e+02,1.244030291718215346e+08,9.105247118465655376e+00,2.390448466749144907e-01,9.952242333745723365e-04,4.523878833127138250e+02
7.929793866996577890e+03,6.571985519703079035e+02,2.958060583436430591e+01,2.613672700123711667e+00,1.982448466749144345e+01,9.857978279554619121e+02,4.259607240148460505e+02,1.239030291718215346e+08,9.185755438465657008e+00,2.366448466749144497e-01,9.912242333745722393e-04,4.563878833127138250e+02
7.897793866996577890e+03,6.629585519703080081e+02,2.928060583436431230e+01,2.258327299876283778e+00,1.974448466749144515e+01,9.944378279554620121e+02,4.216407240148461142e+02,1.234030291718215346e+08,9.266263758465656863e+00,2.342448466749144920e-01,9.872242333745723589e-04,4.603878833127138819e+02
7.865793866996577890e+03,6.687185519703079990e+02,2.898060583436431159e+01,2.630327299876289437e+00,1.966448466749144330e+01,1.003077827955461998e+03,4.173207240148460642e+02,1.229030291718215346e+08,9.346772078465658495e+00,2.318448466749144787e-01,9.832242333745722616e-04,4.643878833127139387e+02
7.833793866996577890e+03,6.744785519703078762e+02,2.868060583436430733e+01,3.002327299876286659e+00,1.958448466749144501e+01,1.011717827955461871e+03,4.130007240148460141e+02,1.224030291718215346e+08,9.427280398465656575e+00,2.294448466749144377e-01,9.792242333745721644e-04,4.683878833127138250e+02
7.801793866996577890e+03,6.802385519703079808e+02,2.838060583436430306e+01,3.374327299876283881e+00,1.950448466749144671e+01,1.020357827955461971e+03,4.086807240148459641e+02,1.219030291718215346e+08,9.507788718465656430e+00,2.270448466749144245e-01,9.752242333745722840e-04,4.723878833127138250e+02
7.769793866996578799e+03,6.859985519703079717e+02,2.808060583436430591e+01,3.746327299876277550e+00,1.942448466749144487e+01,1.028997827955462071e+03,4.043607240148460278e+02,1.214030291718215346e+08,9.588297038465658062e+00,2.246448466749144668e-01,9.712242333745722952e-04,4.763878833127138819e+02
7.737793866996577890e+03,6.917585519703080763e+02,2.778060583436430520e+01,3.381672700123715014e+00,1.934448466749144302e+01,1.037637827955462171e+03,4.000407240148459778e+02,1.209030291718215346e+08,9.668805358465657918e+00,2.222448466749144536e-01,9.672242333745723064e-04,4.803878833127139387e+02
7.705793866996576980e+03,6.975185519703080672e+02,2.748060583436430449e+01,3.009672700123711131e+00,1.926448466749144472e+01,1.046277827955462271e+03,3.957207240148459277e+02,1.204030291718215197e+08,9.749313678465659549e+00,2.198448466749144126e-01,9.632242333745722092e-04,4.843878833127139387e+02
7.673793866996577890e+03,7.032785519703079444e+02,2.718060583436430733e+01,2.637672700123713909e+00,1.918448466749144643e+01,1.054917827955461917e+03,3.914007240148460482e+02,1.199030291718215346e+08,9.829821998465657629e+00,2.174448466749144548e-01,9.592242333745723288e-04,4.883878833127138250e+02
7.641793866996577890e+03,7.090385519703079353e+02,2.688060583436430306e+01,2.265672700123710470e+00,1.910448466749144458e+01,1.063557827955462017e+03,3.870807240148459982e+02,1.194030291718215346e+08,9.910330318465657484e+00,2.150448466749144139e-01,9.552242333745722316e-04,4.923878833127138819e+02
7.609793866996577890e+03,7.147985519703080399e+02,2.658060583436430946e+01,2.606327299876287196e+00,1.902448466749144274e+01,1.072197827955462117e+03,3.827607240148460619e+02,1.189030291718215346e+08,9.990838638465657340e+00,2.126448466749144561e-01,9.512242333745722428e-04,4.963878833127139387e+02
7.577793866996577890e+03,7.205585519703081445e+02,2.628060583436430875e+01,2.978327299876291079e+00,1.894448466749144444e+01,1.080837827955462217e+03,3.784407240148460119e+02,1.184030291718215346e+08,1.007134695846565897e+01,2.102448466749144429e-01,9.472242333745722540e-04,5.003878833127139387e+02
7.545793866996577890e+03,7.263185519703079081e+02,2.598060583436431159e+01,3.350327299876288745e+00,1.886448466749144615e+01,1.089477827955461862e+03,3.741207240148460755e+02,1.179030291718215346e+08,1.015185527846565705e+01,2.078448466749144852e-01,9.432242333745722651e-04,5.043878833127138250e+02
7.513793866996577890e+03,7.320785519703078990e+02,2.568060583436430022e+01,3.722327299876285966e+00,1.878448466749144430e+01,1.098117827955461962e+03,3.698007240148459687e+02,1.174030291718215346e+08,1.023236359846565691e+01,2.054448466749144164e-01,9.392242333745722763e-04,5.083878833127138250e+02
7.481793866996577890e+03,7.378385519703080035e+02,2.538060583436430662e+01,3.405672700123717256e+00,1.870448466749144600e+01,1.106757827955462062e+03,3.654807240148460323e+02,1.169030291718215346e+08,1.031287191846565676e+01,2.030448466749144587e-01,9.352242333745722875e-04,5.123878833127139387e+02
7.449793866996577890e+03,7.435985519703081081e+02,2.508060583436430591e+01,3.033672700123712929e+00,1.862448466749144416e+01,1.115397827955462162e+03,3.611607240148459823e+02,1.164030291718215346e+08,1.039338023846565839e+01,2.006448466749144455e-01,9.312242333745722987e-04,5.163878833127139387e+02
7.417793866996577890e+03,7.493585519703079854e+02,2.478060583436430875e+01,2.661672700123715707e+00,1.854448466749144586e+01,1.124037827955462035e+03,3.568407240148460460e+02,1.159030291718215346e+08,1.047388855846565647e+01,1.982448466749144600e-01,9.272242333745723099e-04,5.203878833127138250e+02
7.385793866996577890e+03,7.551185519703079763e+02,2.448060583436430449e+01,2.289672700123711824e+00,1.846448466749144401e+01,1.132677827955461908e+03,3.525207240148459960e+02,1.154030291718215346e+08,1.055439687846565811e+01,1.958448466749144468e-01,9.232242333745722127e-04,5.243878833127139387e+02
7.353793866996577890e+03,7.608785519703080809e+02,2.418060583436431088e+01,2.582327299876284954e+00,1.838448466749144572e+01,1.141317827955462008e+03,3.482007240148460596e+02,1.149030291718215346e+08,1.063490519846565796e+01,1.934448466749144890e-01,9.192242333745722239e-04,5.283878833127139387e+02
7.321793866996577890e+03,7.666385519703080718e+02,2.388060583436430662e+01,2.954327299876289281e+00,1.830448466749144387e+01,1.149957827955462108e+03,3.438807240148460096e+02,1.144030291718215346e+08,1.071541351846565959e+01,1.910448466749144480e-01,9.152242333745722351e-04,5.323878833127139387e+02
7.289793866996577890e+03,7.723985519703079490e+02,2.358060583436430591e+01,3.326327299876286503e+00,1.822448466749144558e+01,1.158597827955461980e+03,3.395607240148460164e+02,1.139030291718215346e+08,1.079592183846565590e+01,1.886448466749144348e-01,9.112242333745722463e-04,5.363878833127138250e+02
7.257793866996577890e+03,7.781585519703079399e+02,2.328060583436430875e+01,3.698327299876290830e+00,1.814448466749144373e+01,1.167237827955461853e+03,3.352407240148460232e+02,1.134030291718215346e+08,1.087643015846565753e+01,1.862448466749144771e-01,9.072242333745722575e-04,5.403878833127139387e+02
7.225793866996577890e+03,7.839185519703080445e+02,2.298060583436430804e+01,3.429672700123719054e+00,1.806448466749144544e+01,1.175877827955461953e+03,3.309207240148460301e+02,1.129030291718215346e+08,1.095693847846565738e+01,1.838448466749144639e-01,9.032242333745722686e-04,5.443878833127139387e+02
7.193793866996577890e+03,7.896785519703080354e+02,2.268060583436430377e+01,3.057672700123715170e+00,1.798448466749144359e+01,1.184517827955462053e+03,3.266007240148459800e+02,1.124030291718215346e+08,1.103744679846565901e+01,1.814448466749144506e-01,8.992242333745721714e-04,5.483878833127139387e+02
7.161793866996577890e+03,7.954385519703079126e+02,2.238060583436431017e+01,2.685672700123717949e+00,1.790448466749144529e+01,1.193157827955461926e+03,3.222807240148460437e+02,1.119030291718215346e+08,1.111795511846565709e+01,1.790448466749144651e-01,8.952242333745722910e-04,5.523878833127138250e+02
7.129793866996577890e+03,8.011985519703080172e+02,2.208060583436430591e+01,2.313672700123714066e+00,1.782448466749144345e+01,1.201797827955461798e+03,3.179607240148459937e+02,1.114030291718215346e+08,1.119846343846565695e+01,1.766448466749144519e-01,8.912242333745721938e-04,5.563878833127138250e+02
7.097793866996578799e+03,8.069585519703080081e+02,2.178060583436431230e+01,2.558327299876283156e+00,1.774448466749144515e+01,1.210437827955462126e+03,3.136407240148460573e+02,1.109030291718215346e+08,1.127897175846565858e+01,1.742448466749144942e-01,8.872242333745723134e-04,5.603878833127139387e+02
7.065793866996577890e+03,8.127185519703079990e+02,2.148060583436430804e+01,2.930327299876287483e+00,1.766448466749144330e+01,1.219077827955461998e+03,3.093207240148460642e+02,1.104030291718215346e+08,1.135948007846565844e+01,1.718448466749144532e-01,8.832242333745722162e-04,5.643878833127139387e+02
7.033793866996576980e+03,8.184785519703081036e+02,2.118060583436430733e+01,3.302327299876291367e+00,1.758448466749144501e+01,1.227717827955462099e+03,3.050007240148460141e+02,1.099030291718215197e+08,1.143998839846565829e+01,1.694448466749144400e-01,8.792242333745722274e-04,5.683878833127139387e+02
7.001793866996577890e+03,8.242385519703079808e+02,2.088060583436430306e+01,3.674327299876288588e+00,1.750448466749144316e+01,1.236357827955461971e+03,3.006807240148459641e+02,1.094030291718215346e+08,1.152049671846565637e+01,1.670448466749144267e-01,8.752242333745722386e-04,5.723878833127138250e+02
6.969793866996577890e+03,8.299985519703079717e+02,2.058060583436430946e+01,3.453672700123707529e+00,1.742448466749144487e+01,1.244997827955462071e+03,2.963607240148460278e+02,1.089030291718215346e+08,1.160100503846565800e+01,1.646448466749144690e-01,8.712242333745722498e-04,5.763878833127139387e+02
6.937793866996577890e+03,8.357585519703079626e+02,2.028060583436430520e+01,3.081672700123716968e+00,1.734448466749144302e+01,1.253637827955461944e+03,2.920407240148459778e+02,1.084030291718215346e+08,1.168151335846565786e+01,1.622448466749144280e-01,8.672242333745722610e-04,5.803878833127139387e+02
6.905793866996576980e+03,8.415185519703081809e+02,1.998060583436430449e+01,2.709672700123713085e+00,1.726448466749144472e+01,1.262277827955462271e+03,2.877207240148459846e+02,1.079030291718215197e+08,1.176202167846565949e+01,1.598448466749144148e-01,8.632242333745721637e-04,5.843878833127139387e+02
6.873793866996578799e+03,8.472785519703079444e+02,1.968060583436430733e+01,2.337672700123715863e+00,1.718448466749144643e+01,1.270917827955461917e+03,2.834007240148460482e+02,1.074030291718215346e+08,1.184252999846565757e+01,1.574448466749144571e-01,8.592242333745722833e-04,5.883878833127138250e+02
6.841793866996577890e+03,8.530385519703079353e+02,1.938060583436430306e+01,2.534327299876288020e+00,1.710448466749144458e+01,1.279557827955462017e+03,2.790807240148459414e+02,1.069030291718215346e+08,1.192303831846565743e+01,1.550448466749144161e-01,8.552242333745722945e-04,5.923878833127138250e+02
6.809793866996577890e+03,8.587985519703080399e+02,1.908060583436431301e+01,2.906327299876285242e+00,1.702448466749144274e+01,1.288197827955462117e+03,2.747607240148460619e+02,1.064030291718215346e+08,1.200354663846565728e+01,1.526448466749144861e-01,8.512242333745723057e-04,5.963878833127139387e+02
6.777793866996577890e+03,8.645585519703081445e+02,1.878060583436429454e+01,3.278327299876289125e+00,1.694448466749144444e+01,1.296837827955462217e+03,2.704407240148458413e+02,1.059030291718215346e+08,1.208405495846566069e+01,1.502448466749143619e-01,8.472242333745722085e-04,6.003878833127139387e+02
6.745793866996577890e+03,8.703185519703079081e+02,1.901939416563568486e+01,3.650327299876286347e+00,1.686448466749144259e+01,1.305477827955461862e+03,2.738792759851538676e+02,1.054030291718215197e+08,1.216456327846565699e+01,1.521551533250854737e-01,8.432242333745722197e-04,6.043878833127138250e+02
6.713793866996576980e+03,8.760785519703080126e+02,1.931939416563569623e+01,3.477672700123709326e+00,1.678448466749144430e+01,1.314117827955461962e+03,2.781992759851540313e+02,1.049030291718215197e+08,1.224507159846565685e+01,1.545551533250855702e-01,8.392242333745722309e-04,6.083878833127139387e+02
6.681793866996577890e+03,8.818385519703081172e+02,1.961939416563569338e+01,3.105672700123712549e+00,1.670448466749144600e+01,1.322757827955462062e+03,2.825192759851539677e+02,1.044030291718215346e+08,1.232557991846565848e+01,1.569551533250855280e-01,8.352242333745723505e-04,6.123878833127139387e+02
6.649793866996576980e+03,8.875985519703081081e+02,1.991939416563569409e+01,2.733672700123714883e+00,1.662448466749144416e+01,1.331397827955462162e+03,2.868392759851540177e+02,1.039030291718215197e+08,1.240608823846566011e+01,1.593551533250855690e-01,8.312242333745722533e-04,6.163878833127139387e+02
